Country,Month,Temperature,Humidity
Guinea-Bissau,July,30.74,28.58
Benin,May,27.91,10.75
Guinea-Bissau,June,42.64,12.92
Zimbabwe,August,40.33,85.14
Seychelles,June,32.05,56.46
Seychelles,June,36.69,54.32
Nigeria,May,29.44,58.64
Liberia,August,41.23,71.0
Benin,August,42.64,62.02
Cameroon,July,23.52,51.09
Zimbabwe,May,47.3,52.74
Congo,July,37.22,35.5
South Sudan,May,40.87,44.99
Central African Republic,June,38.41,66.07
Togo,May,31.34,41.74
Eswatini,May,21.7,36.27
Congo,May,24.01,54.41
Morocco,August,35.85,68.66
Central African Republic,May,46.61,64.15
Comoros,August,45.27,21.16
Guinea,August,43.42,58.56
Cabo Verde,May,29.35,53.98
Morocco,July,48.09,46.16
Democratic Republic of the Congo,May,28.18,73.96
Mauritania,June,42.45,62.81
South Africa,July,38.98,74.86
Botswana,August,32.29,60.94
Niger,June,30.05,89.89
Cabo Verde,August,45.93,65.09
Democratic Republic of the Congo,May,34.44,69.64
Sao Tome and Principe,May,22.21,66.07
Libya,May,40.5,43.35
Mauritius,May,45.76,26.82
Togo,June,31.31,49.45
Ethiopia,May,49.72,19.41
Eritrea,May,45.32,45.37
Morocco,July,34.42,50.96
Democratic Republic of the Congo,June,23.84,76.86
Ethiopia,July,38.23,34.9
Benin,August,49.36,53.7
Mali,August,33.37,44.07
Tunisia,May,22.78,53.13
Guinea,May,21.68,81.49
Tanzania,June,45.97,45.87
Burundi,August,34.28,57.58
Libya,May,33.62,56.63
Equatorial Guinea,June,31.67,54.24
Burkina Faso,July,27.98,53.91
Congo,May,37.99,85.25
Eritrea,May,29.4,52.96
Cameroon,August,32.29,55.39
Chad,August,34.06,38.65
Eswatini,May,48.82,13.25
Niger,June,39.23,15.87
Zambia,July,38.89,68.77
Mali,July,26.15,73.04
Zambia,August,23.64,50.22
Uganda,May,40.41,65.14
Democratic Republic of the Congo,August,40.75,78.04
Uganda,August,28.9,56.76
Lesotho,May,22.38,48.49
South Africa,August,28.98,16.8
Algeria,May,48.5,26.56
Tunisia,May,24.69,77.63
Comoros,July,32.26,26.2
Angola,May,40.76,19.34
Uganda,July,36.92,65.56
Seychelles,July,37.07,60.98
Guinea-Bissau,August,22.02,85.17
Seychelles,August,34.78,27.45
Zambia,August,32.19,61.15
Somalia,August,45.49,12.75
Ethiopia,June,28.08,61.49
Sudan,August,20.51,12.41
Ethiopia,May,33.42,19.8
Somalia,June,32.21,38.67
Sierra Leone,May,39.65,32.75
Senegal,June,49.84,65.97
Morocco,May,47.27,55.36
Democratic Republic of the Congo,June,38.49,27.55
Egypt,June,40.58,40.25
Ghana,June,39.86,39.37
Equatorial Guinea,July,37.95,20.52
Djibouti,August,48.33,33.15
Mauritania,August,46.89,72.41
Democratic Republic of the Congo,May,25.41,88.09
Tanzania,July,37.8,41.94
Guinea,June,26.27,72.96
Gambia,May,41.21,38.36
Democratic Republic of the Congo,May,24.4,14.34
Malawi,June,38.76,41.45
Gabon,July,45.2,33.55
Morocco,July,25.21,43.54
Zambia,July,24.85,70.73
Guinea-Bissau,July,30.76,83.88
Cameroon,July,35.53,54.19
Ivory Coast,June,23.16,74.18
Egypt,July,47.5,14.3
Malawi,July,33.11,40.38
Ghana,August,44.8,24.98
Comoros,May,34.74,51.81
Equatorial Guinea,May,37.39,51.99
Libya,August,25.01,63.12
Kenya,August,40.68,60.53
Morocco,June,30.73,34.8
Kenya,August,25.16,79.46
Eritrea,June,24.67,32.4
Tunisia,August,21.56,65.3
Mali,July,30.88,57.15
Democratic Republic of the Congo,May,39.35,44.56
Lesotho,June,30.08,78.92
Gabon,August,40.42,61.5
Guinea-Bissau,August,35.55,12.74
Gabon,May,30.47,42.95
Togo,August,38.43,17.8
Mali,June,23.95,55.06
Senegal,July,28.3,54.38
Mozambique,July,41.56,45.12
Lesotho,July,35.25,38.37
Gambia,July,39.13,22.13
Comoros,June,43.77,34.77
Central African Republic,August,40.18,75.32
Lesotho,July,43.58,76.98
Ethiopia,August,44.57,75.14
Egypt,August,40.91,17.9
Uganda,May,21.53,72.91
Rwanda,May,35.3,33.9
Kenya,August,47.16,48.45
Namibia,July,48.72,62.14
Somalia,May,24.71,26.52
Morocco,June,42.15,80.47
Djibouti,June,41.53,65.42
Sudan,August,43.4,81.0
Burkina Faso,July,49.29,83.91
Guinea-Bissau,August,22.02,85.17
Tunisia,August,38.54,40.21
Benin,July,37.31,66.38
Algeria,July,35.65,74.34
Central African Republic,July,29.36,77.41
Senegal,June,20.8,37.48
Mauritania,June,31.58,27.63
Mauritania,May,37.21,57.19
Tanzania,May,35.26,58.14
Mozambique,August,29.41,84.37
Rwanda,June,41.26,50.36
Ghana,August,20.68,88.53
Zimbabwe,May,21.58,48.57
Benin,August,26.01,28.85
Burundi,May,26.93,35.21
Nigeria,May,44.08,10.58
Togo,June,31.3,68.79
Congo,August,21.58,23.47
Cabo Verde,May,21.08,84.1
Malawi,June,26.58,23.05
Lesotho,May,34.97,24.32
Ivory Coast,July,41.38,52.57
Namibia,August,36.74,69.86
South Sudan,August,41.13,14.12
Eswatini,June,46.07,10.78
Guinea-Bissau,June,48.71,79.15
Burundi,June,21.69,84.2
Sao Tome and Principe,June,45.64,45.95
Tanzania,June,30.61,83.61
Mozambique,July,48.27,77.07
Kenya,May,34.6,26.38
Liberia,July,42.68,33.96
Liberia,May,21.66,60.04
Senegal,August,49.43,10.91
Liberia,May,39.09,14.46
Mauritius,May,48.81,49.9
Ghana,May,39.02,36.86
Senegal,July,29.14,26.11
Morocco,May,31.83,65.49
Morocco,June,33.29,45.95
Eswatini,June,47.88,79.87
Mali,May,41.64,27.36
Ghana,August,46.5,44.79
Togo,May,44.55,39.54
Mali,May,41.91,37.81
Benin,June,30.54,75.38
Namibia,August,41.72,30.7
Botswana,May,49.74,23.41
Sudan,June,40.98,66.32
Gabon,June,32.17,30.77
Chad,August,27.59,50.67
Congo,May,26.3,44.06
South Africa,May,43.02,71.5
Lesotho,August,41.87,44.29
Burkina Faso,June,42.53,12.41
Nigeria,May,33.74,64.87
Tunisia,June,23.39,58.17
Ivory Coast,August,38.66,68.52
Ivory Coast,May,38.83,79.14
Cameroon,July,39.4,19.77
Guinea-Bissau,August,44.71,58.8
Liberia,July,23.32,16.65
Equatorial Guinea,May,35.81,25.05
Benin,May,40.17,42.71
South Africa,August,34.69,11.59
Guinea-Bissau,May,38.95,80.65
Mozambique,July,39.94,14.26
Egypt,July,29.95,75.48
Mali,May,32.47,60.74
Cabo Verde,July,46.94,42.42
Uganda,July,47.29,52.06
Morocco,June,39.35,79.4
Liberia,August,23.88,68.1
Mali,July,30.53,22.0
Morocco,May,28.36,44.07
Uganda,May,42.87,10.89
South Sudan,May,43.03,84.87
Guinea,June,35.54,63.03
Burkina Faso,August,22.45,32.3
Rwanda,May,35.3,33.9
Cabo Verde,June,38.42,65.65
Uganda,June,36.05,29.59
Uganda,August,40.94,20.39
Morocco,July,46.91,75.56
Tanzania,June,44.1,58.19
Lesotho,May,28.27,48.55
Burundi,August,26.66,60.16
Equatorial Guinea,July,29.54,71.79
Congo,July,28.61,77.18
Zambia,June,42.89,75.22
Ethiopia,June,25.05,23.01
Gambia,July,49.97,26.4
South Africa,July,20.82,13.71
Zambia,May,20.01,82.57
Nigeria,June,49.5,14.01
Zambia,June,33.66,84.43
Nigeria,July,32.2,32.94
Tunisia,August,42.77,19.78
Uganda,July,35.98,42.31
Democratic Republic of the Congo,August,24.65,68.26
Burkina Faso,August,34.62,65.77
Niger,August,34.99,17.87
Morocco,July,36.95,45.18
Rwanda,May,33.33,38.8
Algeria,June,43.42,81.64
Liberia,May,42.5,82.88
Guinea,June,26.77,88.43
Chad,June,49.43,24.47
Eswatini,June,26.58,31.28
Central African Republic,May,26.53,75.31
Tanzania,June,48.35,38.75
Guinea,August,28.41,37.92
Namibia,August,33.39,78.47
Cabo Verde,June,38.42,65.65
Kenya,July,37.08,60.54
Morocco,August,37.99,64.91
Guinea-Bissau,June,34.62,42.82
Botswana,August,29.72,31.63
Morocco,July,35.0,16.24
Lesotho,May,46.73,70.18
Kenya,May,29.4,63.5
Liberia,May,20.88,47.64
South Sudan,July,24.52,86.3
Mozambique,August,49.82,13.65
Ethiopia,July,47.33,56.92
Cameroon,May,21.49,72.43
Equatorial Guinea,May,34.29,54.57
Central African Republic,June,36.55,29.81
Mali,May,32.41,11.86
Central African Republic,June,21.97,69.87
Ivory Coast,May,23.85,46.1
Guinea-Bissau,August,47.05,60.06
Tanzania,June,37.7,11.43
Lesotho,May,22.38,48.49
Algeria,July,28.35,54.88
Senegal,May,22.88,70.13
Sierra Leone,May,42.54,73.79
Sao Tome and Principe,May,48.99,75.82
Tanzania,August,49.11,12.96
Ethiopia,July,49.6,15.83
Sierra Leone,May,22.23,33.54
Seychelles,July,39.63,84.79
Algeria,July,27.65,78.13
Uganda,August,21.04,26.11
Sierra Leone,August,34.8,72.9
Djibouti,June,27.71,78.53
Central African Republic,August,45.78,84.05
Guinea,August,44.18,26.29
Guinea,May,43.59,15.82
Chad,July,40.92,87.36
Tunisia,May,42.34,48.48
Mauritania,August,49.98,25.16
Central African Republic,July,42.64,75.35
Guinea,July,29.44,57.69
Madagascar,July,28.45,58.08
Egypt,August,27.75,44.79
Liberia,August,36.05,53.24
Burundi,July,21.0,44.86
Algeria,August,40.64,53.5
Seychelles,August,39.03,40.24
Gambia,August,46.56,26.23
Libya,July,48.57,63.08
Chad,May,34.87,17.52
Zimbabwe,August,23.89,51.86
Congo,June,25.05,11.16
Cabo Verde,July,49.29,80.04
Senegal,July,20.63,22.92
Rwanda,May,43.15,72.97
Sao Tome and Principe,June,48.12,61.73
Angola,July,40.91,46.24
Tunisia,July,40.8,65.98
Ghana,July,30.04,17.72
Mauritius,August,24.3,84.51
Mauritius,July,43.92,15.28
Botswana,May,29.07,75.32
Sierra Leone,August,39.91,80.77
Sudan,July,32.95,28.57
Uganda,May,22.1,22.31
Niger,May,33.41,81.5
Niger,May,31.29,30.58
Libya,August,20.5,76.05
South Sudan,May,25.58,88.76
Tunisia,May,35.1,13.89
Sao Tome and Principe,July,37.73,86.55
Zambia,July,26.28,53.61
Sao Tome and Principe,June,34.07,89.32
Kenya,May,29.4,63.5
Mauritania,June,34.65,81.47
Gabon,July,27.64,48.38
Benin,August,28.53,48.17
Uganda,July,20.66,21.15
Benin,June,36.22,25.9
Zambia,May,42.68,58.97
Seychelles,August,26.31,39.17
Ethiopia,August,42.68,82.81
Sao Tome and Principe,May,37.07,48.91
Madagascar,June,48.47,25.04
Congo,July,41.41,48.03
Uganda,July,32.02,50.1
Democratic Republic of the Congo,August,40.75,78.04
Tanzania,August,23.26,52.11
Comoros,May,26.42,87.4
Algeria,May,20.52,60.1
Zambia,August,32.19,61.15
Botswana,May,22.57,52.18
Ethiopia,August,24.93,17.17
Angola,August,48.24,46.34
Niger,July,30.18,76.24
Chad,August,32.0,61.05
Comoros,June,38.88,84.63
Sudan,June,49.92,85.77
Eswatini,July,28.07,46.42
Morocco,May,41.18,41.33
Egypt,August,33.18,64.24
Nigeria,May,33.08,83.03
Uganda,August,26.67,42.07
Comoros,June,32.48,18.74
Tunisia,July,25.64,55.76
Botswana,May,37.85,51.21
Seychelles,July,25.12,12.07
Lesotho,July,37.48,11.08
Eswatini,July,28.07,46.42
Madagascar,July,31.03,75.81
Zimbabwe,July,40.63,70.06
Sao Tome and Principe,June,41.95,52.47
Chad,July,30.43,64.04
Democratic Republic of the Congo,May,29.39,14.16
Ghana,August,45.83,35.43
Libya,June,30.89,56.63
Burundi,August,22.52,46.62
Guinea,July,29.44,57.69
Comoros,August,42.38,12.48
Congo,August,21.54,31.15
Central African Republic,May,31.98,27.17
Congo,July,37.8,27.97
Tanzania,June,45.97,45.87
Democratic Republic of the Congo,May,32.57,58.46
Burundi,August,48.89,38.59
Guinea,August,27.9,19.35
Cameroon,August,47.66,85.21
Mali,June,40.94,85.83
Eswatini,May,42.91,86.19
Mozambique,July,24.76,53.24
Zimbabwe,June,34.38,29.73
Mauritius,May,45.67,63.27
Cameroon,August,20.29,71.51
Ivory Coast,May,25.91,65.18
Burkina Faso,June,44.64,42.56
Mauritius,May,28.81,46.96
Algeria,June,44.86,15.02
Mauritius,August,42.03,66.64
Cameroon,August,32.29,55.39
Nigeria,August,46.58,66.79
Libya,May,38.58,37.55
Somalia,July,42.09,40.26
Comoros,August,42.02,69.87
Sierra Leone,May,22.23,33.54
Rwanda,August,29.19,70.16
Namibia,August,36.74,69.86
South Sudan,July,34.21,38.24
Mauritania,June,40.26,80.95
Botswana,June,49.32,32.74
Central African Republic,July,41.13,43.15
Central African Republic,June,21.21,49.09
Zambia,May,26.81,30.66
Sao Tome and Principe,May,37.07,48.91
Kenya,June,25.65,75.59
Congo,June,29.08,21.48
Lesotho,July,32.03,40.81
Zambia,July,21.27,73.86
Eswatini,August,38.89,70.98
Angola,June,25.78,28.98
Namibia,August,32.62,45.33
Ivory Coast,July,41.86,80.25
Sierra Leone,July,43.9,64.19
Democratic Republic of the Congo,June,40.59,67.16
Sao Tome and Principe,August,40.55,36.86
Gabon,June,40.72,54.54
Mauritius,May,28.81,46.96
Democratic Republic of the Congo,July,20.19,17.53
Tunisia,August,22.82,83.35
Nigeria,July,44.04,16.6
Sudan,June,38.66,35.26
Malawi,June,25.62,61.52
Burkina Faso,May,21.94,78.49
Chad,May,49.67,14.58
Mauritania,July,26.39,31.83
Eswatini,August,44.61,31.27
Botswana,June,31.25,12.6
Zimbabwe,July,33.44,33.99
Eritrea,May,45.15,53.66
Rwanda,June,26.52,14.13
Benin,May,28.16,23.91
Angola,August,45.77,16.87
Somalia,August,45.49,12.75
Niger,August,34.99,17.87
Sudan,August,40.7,66.29
Uganda,August,28.32,31.64
Nigeria,May,40.43,33.19
Namibia,August,21.72,48.6
Zimbabwe,July,40.63,70.06
Comoros,June,48.72,39.23
Congo,June,36.59,82.09
Tunisia,July,43.83,28.32
Democratic Republic of the Congo,May,28.18,73.96
Senegal,May,23.29,14.99
Niger,June,44.64,63.9
Namibia,August,21.72,48.6
Guinea,July,49.99,45.68
Central African Republic,June,44.51,59.72
Mali,July,22.05,48.79
Eswatini,June,29.54,82.73
Ghana,June,43.18,68.0
Tanzania,June,48.35,38.75
Gambia,June,32.54,30.86
Djibouti,June,39.91,19.3
Botswana,May,29.07,75.32
Morocco,July,41.56,88.11
Tanzania,May,31.4,15.73
Sudan,May,39.04,89.69
Sudan,June,47.37,22.78
Ivory Coast,May,38.83,79.14
Tanzania,June,34.29,15.54
Malawi,June,24.68,46.45
Eritrea,May,21.8,37.89
Botswana,May,22.57,52.18
Namibia,May,37.2,20.71
Comoros,July,38.38,39.79
Sudan,August,39.63,50.89
Namibia,May,27.83,56.1
Seychelles,June,43.18,66.12
Gabon,June,32.15,75.8
Botswana,August,32.9,16.31
Madagascar,June,36.37,51.77
Angola,August,21.8,79.54
Morocco,June,47.65,83.43
Namibia,May,44.71,74.68
Gambia,May,23.86,68.4
Burundi,May,40.21,41.49
South Sudan,June,49.56,49.88
Tanzania,June,21.88,55.82
Central African Republic,July,31.49,51.02
Sudan,May,21.93,62.53
Botswana,June,23.76,33.66
Namibia,July,34.83,15.89
Senegal,July,44.71,56.0
Guinea-Bissau,August,20.27,42.06
Senegal,July,44.04,63.25
Kenya,July,37.67,25.41
South Sudan,August,28.39,13.92
Liberia,August,20.69,87.05
Tunisia,August,38.33,29.59
Egypt,July,27.16,15.41
Tunisia,August,41.54,73.36
Namibia,July,22.32,23.29
Ivory Coast,August,43.2,71.87
Guinea,June,20.04,15.0
Liberia,August,39.49,57.51
Tunisia,August,40.02,33.53
Comoros,June,23.17,44.85
Sierra Leone,May,20.59,61.46
Mauritania,May,20.62,22.68
Senegal,July,38.97,49.05
Somalia,June,33.31,82.0
Senegal,May,36.2,78.25
Senegal,July,21.55,44.15
Mauritius,June,24.35,17.27
South Africa,July,35.6,69.3
Lesotho,May,25.27,64.66
Chad,June,38.18,79.23
Eritrea,August,26.08,47.29
Madagascar,July,31.03,75.81
Tanzania,May,21.32,22.94
Gambia,May,29.53,19.05
Tunisia,July,21.22,49.28
Mauritius,May,42.75,76.23
Congo,June,40.31,36.11
Gabon,August,36.96,80.26
Guinea-Bissau,August,46.82,86.56
Mali,June,30.63,75.36
Lesotho,August,30.4,28.67
Tunisia,August,45.48,30.93
Nigeria,May,24.93,85.04
South Sudan,June,29.82,34.29
Sudan,June,39.14,43.5
Egypt,July,27.16,15.41
Ghana,August,48.28,37.57
Sao Tome and Principe,July,37.95,51.93
Seychelles,June,21.04,68.63
Sudan,May,31.86,14.3
Rwanda,July,25.48,57.5
Eswatini,July,42.76,46.96
Guinea-Bissau,May,45.11,63.87
Rwanda,August,37.83,33.73
Central African Republic,May,20.61,49.13
Sierra Leone,August,30.7,82.92
Ethiopia,August,26.23,37.79
Burkina Faso,July,24.84,21.6
Seychelles,June,47.23,55.6
Democratic Republic of the Congo,May,29.39,14.16
Lesotho,July,37.48,11.08
Morocco,July,21.97,54.98
Guinea-Bissau,August,47.15,48.39
Guinea,June,38.93,56.68
Cabo Verde,July,26.39,57.47
Burkina Faso,June,32.17,18.22
Gabon,June,32.15,75.8
Equatorial Guinea,June,34.57,28.43
Niger,July,31.87,29.27
Guinea-Bissau,July,25.41,15.73
Niger,August,36.47,68.76
Egypt,July,21.15,31.07
Kenya,May,37.91,70.1
Egypt,June,45.46,49.6
Togo,June,29.55,58.92
Eritrea,August,36.32,21.32
South Africa,June,47.47,44.68
Nigeria,June,49.5,14.01
Algeria,June,41.77,71.27
Ethiopia,August,35.58,33.66
Nigeria,July,37.45,67.22
Togo,August,34.91,45.14
Central African Republic,July,25.25,70.48
Chad,August,36.69,72.67
Kenya,May,29.59,27.02
Ethiopia,June,26.06,87.06
Burkina Faso,July,48.83,70.12
Uganda,August,27.83,56.67
Morocco,August,35.85,68.66
Zambia,June,33.22,80.98
Kenya,August,47.16,48.45
Mozambique,July,45.78,29.56
Mauritania,June,49.04,59.72
Rwanda,August,40.87,43.98
Ivory Coast,May,39.08,49.13
Angola,August,45.77,16.87
Gabon,May,41.94,56.02
Liberia,August,28.17,48.43
Sierra Leone,August,42.75,73.31
Tanzania,June,38.89,20.14
Burkina Faso,May,34.08,81.56
Ivory Coast,August,42.52,86.4
Congo,June,33.25,48.95
Sao Tome and Principe,June,34.81,42.93
Malawi,July,49.77,66.23
Comoros,July,47.23,55.62
Guinea-Bissau,July,30.54,28.33
Senegal,June,49.09,75.57
Ghana,August,34.71,49.4
Ethiopia,August,31.06,81.46
Ghana,June,32.23,34.86
Zambia,May,37.54,24.83
Guinea-Bissau,July,39.68,33.29
Somalia,May,42.82,85.45
Togo,August,38.43,17.8
South Africa,July,41.99,78.88
Egypt,August,47.71,19.07
Niger,August,28.96,47.71
Cameroon,June,23.19,29.84
Kenya,July,33.04,75.39
Senegal,July,23.7,41.77
Democratic Republic of the Congo,June,38.49,27.55
Morocco,June,33.29,45.95
Cabo Verde,May,41.28,54.88
Equatorial Guinea,May,26.54,59.49
Mauritania,June,30.32,46.9
Senegal,August,35.32,70.58
Togo,May,45.8,58.6
Zambia,May,23.8,80.67
Mauritius,June,37.63,58.03
South Africa,June,49.92,38.2
Tanzania,May,25.72,58.04
Guinea-Bissau,August,46.82,86.56
Nigeria,May,29.37,42.77
Lesotho,June,38.57,20.45
Burkina Faso,July,23.37,11.62
Mali,May,38.7,74.82
Zimbabwe,July,39.1,17.43
Cabo Verde,June,27.71,76.1
Malawi,July,34.3,37.37
Eritrea,June,45.07,59.65
Nigeria,June,20.12,39.64
Uganda,June,43.47,74.15
Uganda,May,22.1,22.31
Mauritania,July,33.9,75.6
Cabo Verde,July,36.78,86.74
Central African Republic,June,45.08,38.7
South Africa,August,25.17,30.86
Sudan,June,31.38,13.13
Equatorial Guinea,May,32.02,12.27
Gambia,August,31.86,79.69
Democratic Republic of the Congo,July,35.45,34.9
Sudan,July,26.17,76.37
Cabo Verde,July,46.6,32.65
Egypt,August,38.03,17.01
Rwanda,June,48.96,65.6
Sierra Leone,May,43.27,84.01
Chad,July,48.38,38.92
Mozambique,August,37.08,77.12
Ivory Coast,August,30.78,30.0
Mauritania,August,22.46,37.37
Botswana,June,31.25,12.6
Gambia,August,40.3,13.15
Gambia,August,38.11,82.86
Togo,July,39.06,33.66
Ivory Coast,June,47.24,85.5
Mauritania,May,24.87,39.54
Guinea,June,42.76,26.91
Angola,July,40.91,46.24
Togo,June,22.95,33.52
Gabon,July,47.71,26.15
Guinea-Bissau,July,44.59,18.54
South Africa,August,36.06,12.06
Angola,August,30.57,75.28
Libya,May,32.48,20.15
Namibia,June,43.6,37.73
Cameroon,June,23.19,29.84
Ghana,July,35.42,34.42
Uganda,July,42.43,44.87
Sudan,June,27.85,50.48
Central African Republic,July,20.4,55.69
Tunisia,August,33.03,81.05
Guinea,May,41.31,86.85
Madagascar,August,40.43,22.27
Eswatini,May,20.48,57.23
Mauritius,May,48.69,39.39
South Africa,July,35.6,69.3
Liberia,June,30.0,87.85
Mauritius,May,48.57,83.03
Equatorial Guinea,June,33.62,40.11
Nigeria,June,45.55,22.75
Guinea,July,48.7,68.78
Madagascar,May,45.87,76.71
Ivory Coast,July,21.22,76.14
Senegal,May,22.88,70.13
Ghana,June,43.43,10.47
Madagascar,August,46.54,43.37
Niger,June,39.42,60.12
Somalia,August,45.83,25.0
Benin,May,45.11,12.31
Eswatini,July,29.09,54.02
Congo,May,36.66,47.46
Ethiopia,May,39.89,23.31
Zambia,August,23.64,50.22
South Africa,May,21.54,78.84
Algeria,June,35.45,14.72
Madagascar,May,27.82,63.61
Namibia,July,23.31,74.94
Mauritius,August,34.0,57.33
Somalia,August,20.62,10.18
Zambia,July,28.45,83.12
Mauritania,June,41.51,80.64
Mali,June,21.99,14.73
Gambia,May,34.27,29.69
Ivory Coast,May,27.13,40.01
Ethiopia,August,39.78,76.1
Morocco,August,40.25,46.08
Eritrea,May,27.39,18.48
Zambia,June,40.76,23.14
Morocco,July,31.49,47.52
Burundi,August,45.42,36.33
Mozambique,July,20.62,55.76
Libya,May,45.34,21.62
Cabo Verde,June,45.51,10.42
Zimbabwe,May,47.2,24.52
Cabo Verde,August,29.1,62.8
Madagascar,May,35.1,45.09
Gabon,June,40.72,54.54
Botswana,June,41.75,21.67
Ethiopia,July,29.39,73.08
Benin,July,39.95,24.85
Namibia,July,47.25,42.53
Zimbabwe,June,39.75,14.53
Sao Tome and Principe,August,32.6,32.35
Ethiopia,July,34.14,27.98
Madagascar,August,20.89,58.62
Liberia,July,20.93,26.87
Cameroon,July,39.56,72.3
Somalia,June,33.31,82.0
Sudan,June,21.03,10.42
Chad,August,27.41,65.68
South Africa,August,36.06,12.06
Sierra Leone,July,43.2,39.35
Libya,August,20.5,76.05
Burundi,June,42.01,65.78
South Africa,May,29.89,41.8
Central African Republic,June,40.88,74.17
Cabo Verde,May,42.5,71.78
Algeria,July,21.43,20.43
Eritrea,June,41.38,39.86
Zambia,July,28.48,74.13
Comoros,May,20.77,42.68
